Council Member,Questionnaire Submission,Email Address submitted on Questionnaire,FY24 SC CODE,Older Adult Center / Program Name,Program Address,Borough,Zip Code,New Council District,City Council District ,Community District,Contact Person,Phone,Email Address sent by DFTA (Red Highlights flags error with original email),DFTA ID ,SITE TYPE,Program Type,email,director,JR,City Council District .1,Council Member.1,lat,lon
Narcisse,YES,LEE.RETKINSKI@CCBQ.ORG,FY24 SC 221,CCNS The Bay OAC,3643 Nostrand Avenue,Brooklyn,11229,46,46,Brooklyn CD15 ,Lee Retkinski ,718-648-2053,lretkinski@ccbq.org,C1706,Main Site,OAC,LEE.RETKINSKI@CCBQ.ORG,SHARON RETKINSKI,,46,Narcisse,40.59496568,-73.94082479
Narcisse,YES,omedytska@jasa.org,FY24 SC 314,JASA HES Older Adult Center,9502 Seaview Avenue,Brooklyn,11236,46,46,Brooklyn CD18   ,Sue Ann Partnow,718-251-3700,spartnow@jasa.org,C8301,Main Site,OAC,omedytska@jasa.org,Olha Medytslka,,46,Narcisse,40.63280761,-73.89122
Nurse,YES,CYPRESSSRCTR@AOL.COM,FY24 SC 277,Cypress Hills Fulton Street Senior Citizens Ctr ,3208 Fulton Street,Brooklyn,11208,37,37,Brooklyn CD5,Maria Alicea,718-235-0064/0070,cypressmaria@aol.com,C2801,Main Site,OAC,CYPRESSSRCTR@AOL.COM,MICHAEL ZAMBRANO,FY24 SC 277,37,Nurse,40.68233637,-73.87677129
Nurse,YES,uramirez@riseboro.org,FY24 SC 278,Riseboro Hope Gardens MultiService,195 Linden Street,Brooklyn,11221,37,37,Brooklyn CD4,Urantia Ramirez,718-455-1100,Uramirez@riseboro.org,W2004,Main Site,OAC,uramirez@riseboro.org,Urantia Ramirez,,37,Nurse,40.69536926,-73.91748649
Nurse,YES,emarindeavila@riseboro.org,FY24 SC 279,Riseboro Ridgewood Bushwick,319 Stanhope Street,Brooklyn,11237,37,37,Brooklyn CD4,Erica Marin de Avila  ,718 366-3038,emarindeavila@riseboro.org  ,W2006,Main Site,OAC,emarindeavila@riseboro.org,Erica Marin,,37,Nurse,40.70284936,-73.9183356
Nurse,YES,amccain@wordnyc.org,FY24 SC 280,Wayside Out  Glenmore Plaza Social Club,1777 Pitkin Avenue,Brooklyn,11212,37,37,Brooklyn CD16  ,Alexis McCain,917-962-8276,amccain@wordnyc.org,C9008,Affiliated,OAC,amccain@wordnyc.org,Alexis McCain,,37,Nurse,40.67016744,-73.9075611
Osse,YES,nlazarus@fortgreenecouncil.org,FY24 SC 267,Albany OAC,196 Albany Avenue,Brooklyn,11213,36,36,Brooklyn CD8,Carmel Taylor- Flowers-Director,718-773-2600,nlazarus@fortgreenecouncil.org,C3506,Main Site,OAC,nlazarus@fortgreenecouncil.org,Nolan Lazarus,,36,Osse,40.67388011,-73.93897388
Osse,YES,iesha.mayers@ccbq.org,FY24 SC 242,CCNS New Age OAC,54 MacDonough Street,Brooklyn,11216,36,36,Brooklyn CD3   ,Jalience Mayers,718-771-7945,ron.carson@ccbq.org;  info@ccbq.org,C1713,Main Site,OAC,iesha.mayers@ccbq.org,Iesha Mayers,,36,Osse,40.68092869,-73.94438278
Osse,NO,,FY24 SC 269,DBA Brooklyn Neighborhood Services NORC (DC36 NORC),"506 MacDonough Street, Nazarene Community Center",Brooklyn,11233,,36,303,Andrea Green or Richard Trouth,718-919-2100,rtrouth@bnscdc.org,2CD,Discretionary,NORC,,,,36,Osse,,
Osse,YES,ljames@fortgreenecouncil.org,FY24 SC 298,Grant Sq OAC,19 Rogers Avenue,Brooklyn,11216,36,36,Brooklyn CD8,Lois James,718-363-3133,ljames@fortgreenecouncil.org,C3508,Main Site,OAC,ljames@fortgreenecouncil.org,Lois James,,36,Osse,40.67690856,-73.95266728
Osse,YES,BBrutus@fortgreenecouncil.org,FY24 SC 339,Maria Lawton OAC,400 Hart Street,Brooklyn,11206,36,36,Brooklyn CD3   ,Barbara Brutus,718-452-7474,bbrutus@fortgreenecouncil.org,C3509,Main Site,OAC,BBrutus@fortgreenecouncil.org,Barbara Brutus,,36,Osse,40.69478741,-73.93464537
Osse,YES,demery@riseboro.org,FY24 SC 271,Stuyvesant Gardens Senior Club,150 Malcolm X Boulevard,Brooklyn,11221,36,36,Brooklyn CD3,Denise Emery,347-318-3313,demery@riseboro.org,W2009,Affiliated,OAC,demery@riseboro.org,Denise Emery,,36,Osse,40.68833456,-73.93014442
Osse,NO,,FY24 SC 272,Stuyvesant Heights OAC,562-74 Madison Street,Brooklyn,11221,36,36,Brooklyn CD3   ,Nolan Lazarus- Director,718-230-0824,nlazarus@fortgreenecouncil.org,C3510,Main Site,OAC,,,,36,Osse,40.68647113,-73.93529534
Osse,YES,ccain@riseboro.org,FY24 SC 273,Sumner Senior Club,862 Park Avenue,Brooklyn,11206,36,36,Brooklyn CD3,Corey MCain,718-290-1829,ccain@riseboro.org; Htassy@riseboro.org; Mlowe@riseboro.org,W2010,Affiliated,OAC,ccain@riseboro.org,Corey Cain,,36,Osse,40.69858124,-73.94073643
Osse,NO,,FY24 SC 275,Wayside Out Tompkins Louis Armstrong Center,360 Nostrand Avenue,Brooklyn,11216,36,36,Brooklyn CD3   ,Khaliek McArthur ,718 638-3000,kmcarthur@wordnyc.org  ,C9006,Affiliated,OAC,,,,36,Osse,40.6873023,-73.9509652
Osse,YES,kmcarthur@wordnyc.org,FY24 SC 306,Wayside Out Tompkins Park Senior Center ,550 Greene Avenue,Brooklyn,11216,36,36,Brooklyn CD3   ,Khaliek McArthur,718-638-3000,kmcarthur@wordnyc.org,C9005,Main Site,OAC,kmcarthur@wordnyc.org,Khaliek T. McArthur,,36,Osse,40.6886655,-73.94877545
Paladino,YES,micuevas@hanac.org,FY24 SC 206,HANAC Angelo Petromelis Older Adult Center,13-28 123rd Street,Queens,11356,19,19,Queens CD7,Carla Mercado,718-961-0344,cmercado@hanac.org,C3901,Main Site,OAC,micuevas@hanac.org,Marcela Cuevas,,19,Paladino,40.78617849,-73.84477232
Paladino,YES,kahn@kcsny.org,FY24 SC 167,Korean Community Services Flushing + Satellite MN9,42-15 166th Street,Queens,11358,19,19,Queens CD7,Helen Ahn,718-886-8203,kahn@kcsny.org,C4902,Main Site,OAC,kahn@kcsny.org,Helen Ahn,,19,Paladino,40.75938998,-73.80033467
Paladino,YES,elev@commonpointqueens.org,FY24 SC 168,Samuel Field Y Bay Terrace Older Adult Center,212-00 23rd Avenue,Queens,11360,19,19,Queens CD7,Elise J. Lev,718-423-6111 ext 223. ,elev@commonpointqueens.org,C6502,Main Site,OAC,elev@commonpointqueens.org,Elise J. Lev,,19,Paladino,40.78144728,-73.7781086
Paladino,YES,jchampion@commonpointqueens.org,FY24 SC 169,SAMUEL FIELD Y CLEARVIEW GARDENS NORC,163-59 17TH AVENUE,Queens ,11357,19,19,407,Jaimeson Champion,718-352-4157,jchampion@commonpointqueens.org,N61-01,DFTA-Funded,NORC,jchampion@commonpointqueens.org,Jaimeson Champion,,19,Paladino,40.78297597,-73.79898205
Paladino,YES,ebrennan@selfhelp.net,FY24 SC 170,Selfhelp Clearview,208-11 26th Avenue,Queens,11360,19,19,Queens CD7,Erin Brennan,718-224-7888,ebrennan@selfhelp.net,W2103,Main Site,OAC,ebrennan@selfhelp.net,Erin Brennan,,19,Paladino,40.77638031,-73.78379773
Powers,YES,cthompson@projectfind.org ,FY24 SC 050,FIND Aid Woodstock OAC,127 West 43rd Street ,Manhattan,10036,4,4,Manhattan CD5,Chenal Thompson,212-575-0693 ext. 400,cthompson@projectfind.org,C3304,Main Site,OAC,cthompson@projectfind.org ,Chenal Thompson,FY24 SC 050,4,Powers,40.75587302,-73.98445398
Powers,YES,swoodson@lenoxhill.org,FY24 SC 043,Senior Center @ St Peter's Church,619 Lexington Avenue,Manhattan,10022,4,4,Manhattan CD6,Sara Woodson,646-306-4492,swoodson@lenoxhill.org; czhong@lenoxhill.org;  lwen@lenoxhill.org;  lwilliams@lenoxhill.org ,W1802,Main Site,OAC,swoodson@lenoxhill.org,Sara Woodson,,4,Powers,40.75869744,-73.97074395
Restler,YES,mrodriguez@milldev.org,FY24 SC 308,Bergen Basin Independence Older Adult Center,114 Taylor Street,Brooklyn,11249,34,33,Brooklyn CD1,Maria Rodriquez,718-388-9242,mrodriguez@milldev.org,C0802,Main Site,OAC,mrodriguez@milldev.org,Maria Rodriguez,,33,Restler,40.70550758,-73.96370167
Restler,YES,Marta.Kustek@ccbq.org,FY24 SC 189,CCNS Northside OAC,179 North 6th Street,Brooklyn,11211,34,33,Brooklyn CD1,Marta Kustek,718-387-2316,marta.kustek@ccbq.org,C1710,Main Site,OAC,Marta.Kustek@ccbq.org,Marta Kustek,,33,Restler,40.71668482,-73.95733942
Restler,YES,Agata.Skowronska@ccbq.org,FY24 SC 183,CCNS Pete McGuinness OAC,715 Leonard Street,Brooklyn,11222,33,33,Brooklyn CD1,Samira Alieva; Agata Skowronska,929-884-6560 ,Samira.alieva@ccbq.org; Agata.Skowronska@ccbq.org,C1711,Main Site,OAC,Agata.Skowronska@ccbq.org,Agata Skowronska,,33,Restler,40.72900699,-73.95276017
Restler,NO,,FY24 SC 311,CCNS St Charles Jubilee OAC,55 Pierrepont Street,Brooklyn,11201,33,33,Brooklyn CD2   ,Claire Seide,718-855-0326,Claire.Seide@ccbq.org,C1719,Main Site,OAC,,,,33,Restler,40.695783,-73.99511717
Restler,NO,,FY24 SC 250,Congregation Yetev Lev --Williamsburg Satmar,125 Heyward Street,Brooklyn,11206,33,33,Brooklyn CD1,Esther Fishman,718-625-1608,,C2301,Main Site,OAC,,,,33,Restler,40.701676,-73.95615526
Restler,YES,krakuspsc@polishslaviccenter.org,FY24 SC 251,Polish & Slavic Ctr Krakus OAC ,176 Java Street,Brooklyn,11222,33,33,Brooklyn CD1,Arthur Pustula,718-383-5290 ext3,dorotapsc176@yahoo.com,C5501,Main Site,OAC,krakuspsc@polishslaviccenter.org,Artur Pustula,,33,Restler,40.7316917,-73.95357732
Restler,YES,lworthey@raices.us,FY24 SC 291,RAICES  Gowanus OAC Satellite,420 Baltic Street,Brooklyn,11217,39,33,Brooklyn CD6   ,Ladanza Worthey,718-797-2472,lworthey@raices.us,C7208,Affiliated,OAC,lworthey@raices.us,LaDanza Worthey,,33,Restler,40.68364519,-73.98878308
Restler,YES,mpena@raices.us,FY24 SC 286,Times Plaza Center OAC ,460 Atlantic Avenue ,Brooklyn,11217,33,33,Brooklyn CD2   ,Meris Pena,718-694-0895,mpena@raices.us,C7205,Main Site,OAC,mpena@raices.us,Meris Pena,,33,Restler,40.68629596,-73.98322263
Restler,YES,bramirez@raices.us,FY24 SC 182,Wyckoff Gardens NSC,280 Wyckoff Street,Brooklyn,11217,39,33,Brooklyn CD6   ,Blanca Morocho Ramirez,718 237-1802,bramirez@raices.us,C7202,Main Site,OAC,bramirez@raices.us,Blanca Morocho-Ramirez,,33,Restler,40.68336465,-73.98394087
Riley,YES,amoncrieffe@jasa.org,FY24 SC 115,JASA Bartow (Coop City NSC),2049 Bartow Avenue,Bronx,10475,12,12,Bronx CD10,Ann Moncrieffe,718 320-2066,amoncrieffe@jasa.org,W2201,Main Site,OAC,amoncrieffe@jasa.org,Ann Moncrieffe,,12,Riley,40.86942002,-73.8290271
Riley,YES,mparchment@jasa.org,FY24 SC 116,JASA Bay Eden Older Adult Center,1220 East 229th Street,Bronx,10466,12,12,Bronx CD12,Michelle Parchment,718-882-3815,mparchment@jasa.org,C8302,Main Site,OAC,mparchment@jasa.org,Michelle Parchment,,12,Riley,40.88401038,-73.84220405
Riley,YES,mfabian@jasa.org,FY24 SC 117,JASA CO OP CITY NORC,2049 BARTOW AVENUE,Bronx,10475,12,12,210,Merianne Fabian,718-320-2066,mfabian@jasa.org,N68-01,DFTA-Funded,NORC,mfabian@jasa.org,Merianne Fabian,,12,Riley,40.86942002,-73.8290271
Riley,YES,ykouamenan@jasa.org,FY24 SC 118,JASA Dreiser,177 Dreiser Loop,Bronx,10475,12,12,Bronx CD10,Yvette Kouamenan,718-320-1345,ykouamenan@jasa.org,W2202,Main Site,OAC,ykouamenan@jasa.org,Yvette Kouamenan,,12,Riley,40.87708684,-73.8296185
Riley,YES,mhammett@jasa.org,FY24 SC 119,JASA Einstein ,135 Einstein Loop,Bronx,10475,12,12,Bronx CD10,Michelle Hammett,718-671-5161,mhammett@jasa.org,W2203,Main Site,OAC,mhammett@jasa.org,Michelle Hammett,,12,Riley,40.86426312,-73.82202293
Riley,YES,Sylvia.johnson@raininc.org,FY24 SC 120,RAIN Boston East OAC,3450 Boston Road,Bronx,10469,12,12,Bronx CD12,Sylvia Johnson,"718-654-9200, Ext: 380",sylvia.johnson@raininc.org,C5801,Main Site,OAC,Sylvia.johnson@raininc.org,Sylvia Johnson ,,12,Riley,40.87631454,-73.8485612
Riley,YES,denise.abney@raininc.org,FY24 SC 121,RAIN Boston Secor OAC,3540 Bivona Street,Bronx,10475,12,12,Bronx CD12,Denise Abney,718-671-8550 Ext: 343,denise.abney@raininc.org,C5803,Main Site,OAC,denise.abney@raininc.org,Denise Abney,,12,Riley,40.88302614,-73.8332269
Riley,YES,sophia.reid@raininc.org,FY24 SC 122,RAIN Eastchester Latin Soul Café OAC,1246 Burke Avenue,Bronx,10469,12,12,Bronx CD11,Sophia Reid,718-882-8513,sophia.reid@raininc.org,C5804,Main Site,OAC,sophia.reid@raininc.org,Sophia Reid,,12,Riley,40.87114403,-73.85104614
Riley,YES,evelyn.cintron@raininc.org,FY24 SC 103,RAIN Gunhill OAC,3377 White Plains Road,Bronx,10462,12,12,Bronx CD12,Evelyn Cintron,"718-881-5589, Ext: 290",evelyn.cintron@raininc.org,C5805,Main Site,OAC,evelyn.cintron@raininc.org,Evelyn Cintron,,12,Riley,40.87487167,-73.86706003
Rivera,NO,,FY24 SC 019,BEST NORC (Baruch Houses Addition),72 COLUMBIA STREET,Manhattan,10002,2,2,103,Keh Yueh Chen (Carrie),646-439-3187,kchen@grandsettlement.org,3CP,Discretionary-NYCHA,NORC,,,,2,Rivera,40.71700668,-73.98026767
Rivera,NO,,FY24 SC 020,COOPER SQUARE NNORC,61 EAST 4TH. STREET,Manhattan,10003,2,2,103,Carmen Perez,(212)228-8210,carmenp@coopersquare.org,3P8,Discretionary,NORC,,,,2,Rivera,40.72675463,-73.99073491
Rivera,YES,szhang@edalliance.org,FY24 SC 021,Educational Alliance Sirovich Older Adult Center ,331 East 12th Street,Manhattan,10002,2,2,Manhattan CD3,ShaoMei Zhang,646-395-4529,SZhang@edalliance.org,C8101,Main Site,OAC,szhang@edalliance.org,Shao Mei Zhang,,2,Rivera,40.73065708,-73.98504077
Rivera,NO,,FY24 SC 022,Good Companions,334 Madison Street,Manhattan,10002,1,2,Manhattan CD3,Jasmine Cortado,212-349-2770 ext. 1205,Jcorchado@henrystreet.org  ,C4102,Main Site,OAC,,,,2,Rivera,40.71326604,-73.98323748
Rivera,YES,idelanuez@grandsettlement.org,FY24 SC 023,Grand St Settlement Grand Coalition of Older Adults OAC,80 Pitt Street,Manhattan,10002,2,2,Manhattan CD3,Ines De La Nuez,646-201-4251,idelanuez@grandsettlement.org,C3701,Main Site,OAC,idelanuez@grandsettlement.org,Ines De La Nuez,,2,Rivera,40.71832726,-73.98244979
Rivera,NO,,FY24 SC 024,HENRY STREET VLADECK CARES NORC,351 MADISON STREET,Manhattan,10002,1,2,103,Betsy Smith,212-477-0455,bsmith@henrystreet.org,N55,DFTA-Funded- NYCHA,NORC,,,,2,Rivera,40.71334008,-73.98277214
Rivera,YES,ecastro@ujces.org,FY24 SC 025,MASARYK TOWERS NORC ,75 Columbia St. ,Manhattan,10002,2,2,103,Elaine Castro,212-301-8995 ext. 190,ecastro@ujces.org,N71,DFTA-Funded,NORC,ecastro@ujces.org,Elaine Castro,,2,Rivera,40.71756656,-73.97998613
Rivera,NO,,FY24 SC 026,Meltzer Social Club,94 East 1st Street,Manhattan,10009,2,2,Manhattan CD3,Rosemarie Salazar ,212-253-5624,rsalazar@universitysettlement.org,C8702,Affiliated,OAC,,,,2,Rivera,40.72282657,-73.98740196
Rivera,YES,alondra.denis@phippsny.org,FY24 SC 027,PHIPPS PLAZA WEST NORC,520 2ND AVENUE,Manhattan,10016,4,2,106,Alondra Perez,212 683-6583,Alondra.Perez@phippsny.org; Rosemary Ordonez-Jenkins rordonez@phippsny.org,N37,Discretionary,NORC,alondra.denis@phippsny.org,Alondra Denis ,,2,Rivera,40.74154717,-73.9782251
Rivera,YES,jp2@polishslaviccenter.org,FY24 SC 028,Polish Slavic Ctr JP II Older Adult Center,103 East 7th Street,Manhattan,10009,2,2,Manhattan CD3,Jakub Polaczyk,212-673-7704,jp2@polishslaviccenter.org,C5503,Main Site,OAC,jp2@polishslaviccenter.org,Jakub Polaczyk,,2,Rivera,40.72668267,-73.98501641
Rivera,NO,,FY24 SC 029,"Stein Senior Center, Inc",204 East 23rd Street,Manhattan,10010,2,2,Manhattan CD6 ,Roberto Santos,646-395-8083 ext. 101,Rsantos@steinseniorcenter.org,C7801,Main Site,OAC,,,,2,Rivera,40.73865497,-73.98275477
Rivera,YES,avilar@ujces.org,FY24 SC 030,UJCES Lillian Wald OAC Center,12 Avenue D,Manhattan,10009,2,2,Manhattan CD3,Alejandro Villar,212-260-2731,avilar@ujces.org,C8501,Main Site,OAC,avilar@ujces.org,Alejandro Vilar,,2,Rivera,40.72046199,-73.97836907
Salamanca,YES,Agomez@eastsidehouse.org,FY24 SC 150,East Side House Melrose  Older Adult Center,372 East 152 Street,Bronx,10455,17,17,Bronx CD1,Alicia Gomez,718-665-2280,agomez@eastsidehouse.org,C3102,Main Site,OAC,Agomez@eastsidehouse.org,Alicia Gomez ,,17,Salamanca,40.81851533,-73.91792993
Salamanca,YES,Cfrancis@nshopp.org,FY24 SC 151,NEIGHBORHOOD SHOPP NORC -LAFAYETTE ESTATES,953 SOUTHERN BLVD                    ,Bronx,10459,17,17,202,Chrispin Francis,718-542-0006, Cfrancis@nshopp.org,N69,DFTA-Funded,NORC,Cfrancis@nshopp.org,Chrispin Francis,,17,Salamanca,40.82147992,-73.89168839
Salamanca,YES,aliranzo@pssusa.org,FY24 SC 152,PSS Andrew Jackson,325 East 156th Street ,Bronx,10451,17,17,Bronx CD1,Anabelle Liranzo,718-585-1640,aliranzo@pssusa.org ,W1903,Main Site,OAC,aliranzo@pssusa.org,Anabelle Liranzo,,17,Salamanca,40.82143851,-73.91799497
Salamanca,NO,,FY24 SC 153,PSS Davidson ,950 Union Avenue,Bronx,10459,17,17,Bronx CD3,Randy Leyba,718-328-2811,rleyba@pssusa.org ,W1902,Main Site,OAC,,,,17,Salamanca,40.82281195,-73.901821
Salamanca,NO,,FY24 SC 154,SAGE Center Bronx at Crotona Pride House,1784 Prospect Avenue,Bronx,10457,15,17,Bronx CD5,Jose Collazo,(929)458-2150,jcollazo@sageusa.org,C6901,Main Site,OAC,,,,17,Salamanca,40.84121196,-73.89198876
Salamanca,YES,msmith@sebcoidevelopment.org,FY24 SC 155,SEBCO Senior Center,887 Southern Boulevard,Bronx,10459,17,17,Bronx CD2 ,Marion Smith,718-617-3465,msmith@sebcodevelopment.org,C6701,Main Site,OAC,msmith@sebcoidevelopment.org,Marion Smith,,17,Salamanca,40.8189126,-73.8935496
Salamanca,YES,sarroyo@nshopp.org,FY24 SC 156,SHOPP Casa Boricua (OAC),910 E 172nd Street ,Bronx,10460,17,17,Bronx CD3,Sandra Arroyo, 917-915-4016,sarroyo@nshopp.org ,W2301,Main Site,OAC,sarroyo@nshopp.org,Sandra Arroyo,FY24 SC 156,17,Salamanca,40.83419749,-73.89015715
Salamanca,YES,scolon@nshopp.org,FY24 SC 139,SHOPP Leon OAC,735 East 152nd Street,Bronx,10455,8,17,Bronx CD1,Sandra Colon,718-708-6897,scolon@nshopp.org,C8402,Main Site,OAC,scolon@nshopp.org,Sandra Colon,,17,Salamanca,40.81599355,-73.90784265
Sanchez,NO,,FY24 SC 132,Bronxworks Heights SC,200 West Tremont Avenue,Bronx,10453,14,14,Bronx CD5,Maria Rivera,718-299-0300,mrivera@bronxworks.org,C1104,Main Site,OAC,,,,14,Sanchez,40.85198355,-73.91680422
Sanchez,YES,rluongo@bronxworks.org,FY24 SC 133,Bronxworks Morris (ISC),80 East 181st Street,Bronx,10453,14,14,Bronx CD5,Rosalina Luongo,718-933-5300,rluongo@bronxworks.org,C1106,Main Site,OAC,rluongo@bronxworks.org,Rosalina Luongo,,14,Sanchez,40.85507528,-73.90419895
Sanchez,NO,,FY24 SC 134,MMCC-CDC Older Adult Center Fort Independence,3350 Bailey Avenue,Bronx,10463,14,14,Bronx CD8,Maya Doyle,718-796-2950,mdoyle@mmcc.org,C2001,Main Site,OAC,,,,14,Sanchez,40.88009302,-73.90074195
Schulman,YES,isarkisova@qchnyc.org,FY24 SC 224,FOREST HILLS COMMUNITY HOUSE NORC,108-03 62ND DRIVE,Queens ,11375,24,29,406,Toolarie Iqbal,718-760-5231,tiqbal@qchnyc.org,N59,DFTA-Funded,NORC,isarkisova@qchnyc.org,Irina Sarkisova,,29,Schulman,40.73571609,-73.85083289
Schulman,YES,Shsmith@qchnyc.org,FY24 SC 225,QCH Forest Hills OAC,75-20 108th Street ,Queens,11375,,29,Queens CD6,Toolarie Iqbal,718-699-1010,tiqbal@qchnyc.org; ShSmith@qchnyc.org,C5601,Main Site,OAC,Shsmith@qchnyc.org,Sheryl Smith,,29,Schulman,,
Schulman,YES,kjaramillo@qchnyc.org,FY24 SC 226,QCH Kew Gardens Community Center OAC,80-02 Kew Gardens Road,Queens,11415,29,29,Queens CD9,Karen Jaramillo ,718-268-0895,kjaramillo@qchnyc.org,C5602,Main Site,OAC,kjaramillo@qchnyc.org,Karen Jaramillo ,,29,Schulman,40.71368595,-73.83050513
Schulman,YES,etsibulevskiy@qchnyc.org,FY24 SC 199,QCH Rego Park OAC,97-30 Queens Blvd,Queens,11374,30,29,Queens CD6,Elana Tsibulevskiy   ,718-896-8511,etsibulevskiy@qchnyc.org ,C5605,Main Site,OAC,etsibulevskiy@qchnyc.org,Elana Tsibulevskiy,,29,Schulman,40.72899109,-73.85928351
Schulman,YES,bmcfarlane@selfhelp.net,FY24 SC 228,Selfhelp Austin St,106-06 Queens Boulevard ,Queens,11375,29,29,Queens CD6,Barry McFarlane,718-520-8197,bmcfarlane@selfhelp.net,W2101,Main Site,OAC,bmcfarlane@selfhelp.net,Barrington McFarlane,,29,Schulman,40.72211945,-73.84733504
Schulman,YES,fhseniorleague@gmail.com,FY24 SC 200,Young Israel Programs Forest Hills,68-07 Burns Street,Queens,11375,29,29,Queens CD6,Hindy Chanales,718 520-2305,fhseniorleague@gmail.com,C9401,Main Site,OAC,fhseniorleague@gmail.com,Hindy Chanales,,29,Schulman,40.72135656,-73.8516551
Stevens,NO,,FY24 SC 140,Arturo Schomburg,1315 Franklin Avenue,Bronx,10456,16,16,Bronx CD3,Meghan Agblevor,718-842-6880,JCorrea@iprhe.org,W1606,Main Site,OAC,,,,16,Stevens,40.83206149,-73.90164112
Stevens,NO,,FY24 SC 068,Bronxworks Carolyn McLaughlin Community Center -Concourse OAC,1130 Grand Concourse,Bronx,10456,16,16,Bronx CD4,Maria Rivera,718-508-3040,mrivera@bronxworks.org,C1101,Main Site,OAC,,,,16,Stevens,40.83233066,-73.91958961
Stevens,YES,rluongo@bronxworks.org,FY24 SC 142,Bronxworks NORC,30 Richman Plaza,Bronx,10453,16,16,205,Royalle Hodge,718-933-5300,Rhodge@Bronxworks.org,10R01,Discretionary,NORC,rluongo@bronxworks.org,Rosalina luongo,,16,Stevens,40.85200125,-73.9225118
Stevens,NO,,FY24 SC 143,Hope of Israel Senior Citizens Center,1068 Gerard Avenue,Bronx,10452,16,16,Bronx CD4,Jacqueline Henderson,718-665-8400,hoi@mindspring.com,C4301,Main Site,OAC,,,,16,Stevens,40.83212935,-73.92221334
Stevens,YES,rbland@midbronx.org,FY24 SC 144,MBSCC Concourse Plaza Wellness Center for Older Adults,900 Grand Concourse,Bronx,10451,16,16,Bronx CD4,Rosemary Bland,718-588-8200,rbland@midbronx.org,C5001,Main Site,OAC,rbland@midbronx.org,Rosemary Bland,,16,Stevens,40.82740025,-73.92228029
Stevens,YES,cchasi@pssusa.org,FY24 SC 145,PSS Highbridge,1181 Nelson Avenue ,Bronx,10452,16,16,Bronx CD4,Carlos Chasi,718-588-3004,cchasi@pssusa.org,W1908,Main Site,OAC,cchasi@pssusa.org,Carlos Chasi,,16,Stevens,40.83723133,-73.92570562
Stevens,YES,EHERNANDEZ@PSSUSA.ORG,FY24 SC 146,PSS Highbridge Gardens,1145 University Avenue ,Bronx,10452,16,16,Bronx CD4,Elizabeth Hernandez,347-918-9185,ehernandez@pssusa.org,W1909,Main Site,OAC,EHERNANDEZ@PSSUSA.ORG,ELIZABETH HERNANDEZ,,16,Stevens,40.83707651,-73.92828249
Stevens,YES,vcordero@pssusa.org,FY24 SC 147,PSS Morrisania Air Rights,3135 Park Ave East ,Bronx,10451,16,16,Bronx CD4,Veronica Cordero,718-992-2528,vcordero@pssusa.org,W1904,Main Site,OAC,vcordero@pssusa.org,Veronica Cordero ,,16,Stevens,40.82414969,-73.91716421
Stevens,YES,mrwhodson@gmail.com,FY24 SC 148,William Hodson Community Center Inc,1320 Webster Avenue,Bronx,10456,16,16,Bronx CD3,Kaitlin Ortiz,718-538-1515,whodson@verizon.net,C9201,Main Site,OAC,mrwhodson@gmail.com,Mercedes Russell,,16,Stevens,40.83418883,-73.9085402
Stevens,YES,rluongo@bronxworks.org,FY24 SC 149,Woodstock NORC  ,890 Trinity Avenue,Bronx,10456,17,16,203,Lissette Collado,(646) 740-1285,Lcollado@bronxworks.org,10R02,Discretionary,NORC,rluongo@bronxworks.org,Rosalina Luongo,,16,Stevens,40.82206362,-73.90629147
Ung,YES,pcheng2@cpc-nyc.org,FY24 SC 005,CPC Nan Shan Neighborhood Senior Center,133-14 41st Avenue,Queens,11355,20,20,Queens CD7,Peter Cheng,718-358-3030,PCheng2@cpc-nyc.org,C2102,Main Site,OAC,pcheng2@cpc-nyc.org,Peter Cheng,,20,Ung,40.75697872,-73.83217809
Ung,NO,,FY24 SC 172,RAICES Bland Social Club,40-15 College Point Boulevard,Queens,11354,20,20,Queens CD7,Ariadna Munoz,917 933 8884,amunoz@raices.us,C7204,Main Site,OAC,,,,20,Ung,40.75780225,-73.83413963
Ung,YES,whu@selfhelp.net,FY24 SC 173,Selfhelp Benjamin Rosenthal,45-25 Kissena Boulevard,Queens,11355,20,20,Queens CD7,Winnie Hu,718-886-5777,whu@selfhelp.net,W2102,Main Site,OAC,whu@selfhelp.net,Winnie Hu,,20,Ung,40.75176504,-73.82033119
Ung,YES,hyang@selfhelp.net,FY24 SC 174,Selfhelp Latimer,34-30 137th Street,Queens,11354,20,20,Queens CD7,"Helen Yang, MSW",718-961-3660,hyang@selfhelp.net; intake@selfhelp.net,W2104,Main Site,OAC,hyang@selfhelp.net,Helen Yang,,20,Ung,40.76604408,-73.82993507
Ung,YES,cdaly@ywcaqueens.org,FY24 SC 175,Young Women's Christian Association of Queens NORC,42-07 Parsons Blvd,Queens ,11355,20,20,407,Carol Daly,718-353-4553,cdaly@ywcaqueens.org,4AD,Discretionary,NORC,cdaly@ywcaqueens.org,Carol Daly,,20,Ung,40.75785643,-73.81907667
Velazquez,NO,,FY24 SC 124,Bronx House Weinberg Neighborhood Senior Center,990 Pelham Parkway South,Bronx,10461,13,13,Bronx CD11,Janice Cooper,718-792-1800,janice@bronxhouse.org,C1001,Main Site,OAC,,,,13,Velazquez,40.85680362,-73.86035425
